0	0.0034770322355396036
1	0.004400894643858385
2	0.014691980436220662
3	0.003011226999952006
4	0.016126572944789093
5	0.004552732539850941
6	0.3242797706069183
7	0.0077711511137975855
8	0.012887376125173084
9	0.006151869728964163
10	0.0087257340514038
11	0.005656691045318596
12	0.0166456158648036
13	0.004097733203928353
14	0.006096519207270111
15	7.12929167256657E-4
16	0.003747774557325648
17	0.011177437905243181
18	0.003563658419692974
19	0.01927584553790317
20	0.006421886047114554
21	0.008945419769527714
22	0.005239827743256034
23	0.008096945729218256
24	0.011177703815321936
25	0.0032520127708282006
26	2.2983061868468225E-4
27	0.03244713571775104
28	0.00976195859875265
29	0.01052083616908467
30	0.022324589077570303
31	0.017869366689629865
32	0.0043066889647306525
33	0.0043522331702845075
34	0.006888763909787443
35	0.010374758343843243
36	0.008870356879149544
37	0.013706837543800752
38	0.010135405216640655
39	0.004023191721478763
40	0.008390566199183148
41	0.012965538085042421
42	0.06844442896026012
43	0.008510568384898791
44	0.001670948853399527
45	0.006597944937734685
46	0.07723950438830668
47	0.10578696033652212
48	0.020587484926954096
49	0.013809760096204781
