0	0.003842313550041596
1	0.005935186344977842
2	0.007462665842624833
3	0.008634648773399593
4	0.11305534330252683
5	0.004317032022399841
6	0.007195579558246677
7	0.004717744501836557
8	0.0044387385453513025
9	0.002904886868530766
10	0.02167994220582335
11	0.010023465047192016
12	0.00303958746784335
13	0.015413625599397126
14	0.0010020719279485286
15	0.009151447948654481
16	0.0068455173550890655
17	0.0020156017521044396
18	0.006641804371689922
19	2.999396745225826E-4
20	0.002142946726915134
21	9.505670099108185E-4
22	0.4388924112262334
23	0.0072777852995590565
24	0.132635896015323
25	0.007308030939414682
26	0.0070107669925696964
27	0.012858238092597772
28	0.010503626051642727
29	0.012043349253886617
30	0.00901010254319172
31	0.007565063675351615
32	0.00900111580818438
33	0.004948577425350636
34	0.005443891056961259
35	0.006377145177918132
36	0.007065252873698211
37	0.012264634625239385
38	0.004725790770337487
39	0.005630023440139751
40	0.0024647588539676558
41	0.00335113668137101
42	0.00829289002397102
43	0.0030340514316377376
44	0.009261175267714897
45	0.006004965468939634
46	0.009532802976676975
47	0.004222321180673213
48	0.0024616860306031366
49	0.009101854419744832
