0	0.05680646785756469
1	0.023021447244918378
2	0.007203762688949775
3	0.031206799059168233
4	0.009032031553736797
5	0.010249070056040142
6	0.036672318510759166
7	0.013171717459135238
8	0.011710851976100299
9	0.014745376884677561
10	0.008444615030840217
11	0.012457350846752755
12	0.023693364395903565
13	0.017302947962118786
14	0.030514925889233848
15	0.01956229143988097
16	0.023179943296041863
17	0.009255056886503542
18	0.00814628930398971
19	0.00963371893289842
20	0.00942436949712891
21	0.01607967386576461
22	0.016025044694233635
23	0.053654726177490134
24	0.010381702001312243
25	0.016145369128232702
26	0.048990960133892834
27	0.022117720595346967
28	0.0064294340660428235
29	0.020881516699812957
30	0.026067876986519845
31	0.007130184013747307
32	0.00930609316471411
33	0.013214968356137962
34	0.007293128817458434
35	0.01038353107658102
36	0.009969949775650865
37	0.017222375002903245
38	0.04848057545599474
39	0.018623359829871212
40	0.02219593997900371
41	0.043607975639884514
42	0.01026689534491962
43	0.049777367642571325
44	0.020549965638143014
45	0.00872118097610622
46	0.005538636058572103
47	0.025110806314890852
48	0.02836792767008739
49	0.022030398121615145
