0	0.043167240169984
1	0.060557974915627935
2	0.05547314209823725
3	0.03202176574911495
4	0.02244969907707154
5	0.01763883723963425
6	0.02187532059670175
7	0.06058946771829247
8	0.029551282635666896
9	0.04433941714753702
10	0.017470416331075267
11	0.040001915460051954
12	0.05302681570600523
13	0.038929860346361575
14	0.015866161537358942
15	0.03556240088686546
16	0.028074586510385108
17	0.07671584501075238
18	0.00982549617117726
19	0.034040502072453
20	0.03065957595514427
21	0.08054182810862501
22	0.03436474520927958
23	0.05739701249912052
24	0.05985869084749455
